gene.name	gene.description	gene.family
Solyc11g066140	Para-hydroxybenzoic acid efflux pump subunit AaeB/fusaric acid resistance protein (AHRD V3.3 *** A0A200R6L7_9MAGN)	
Solyc11g066250	Carboxypeptidase (AHRD V3.3 *** A0A1U8EWA6_CAPAN)	
Solyc11g066260	Vacuolar sorting-associated protein 24-like (AHRD V3.3 *** A0A2K3P7F2_TRIPR)	
Solyc11g066330	Major facilitator superfamily (AHRD V3.11 *** tr|A0A2U1Q7R9|A0A2U1Q7R9_ARTAN)	
Solyc11g066350	shugoshin-1-like (AHRD V3.3 *** A0A2I4EHP2_9ROSI)	
Solyc11g066360	Enabled-like protein (DUF1635) (AHRD V3.3 *** F4KBD8_ARATH)	
Solyc11g066370	DNA ligase (AHRD V3.3 *** A0A1U8EV20_CAPAN)	
Solyc11g066450	transmembrane protein (AHRD V3.3 *** AT5G22875.3)	
Solyc11g066510	RING/U-box superfamily protein (AHRD V3.3 *-* A0A2U1KVX7_ARTAN)	
Solyc11g066520	Carboxypeptidase (AHRD V3.3 *** A0A2G2YH94_CAPAN)	
Solyc11g066680	Glycosyltransferase (AHRD V3.3 *** A0A288W8G2_GARJA)	
Solyc11g066690	RecQ-mediated instability-like protein (AHRD V3.3 *** Q8RX36_ARATH)	
Solyc11g066730	BTB/POZ domain-containing protein (AHRD V3.3 *** A0A2G2VQ29_CAPBA)	
Solyc11g066790	SNF2-related (AHRD V3.3 *** A0A200R575_9MAGN)	
Solyc11g066800	GABA transporter.1	
Solyc11g066870	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein (AHRD V3.3 *** AT5G22640.1)	
Solyc11g066890	Arogenate dehydratase (AHRD V3.3 *** A0A2G3BBC7_CAPCH)	
Solyc11g066990	XS domain (AHRD V3.3 *-* A0A200PZP0_9MAGN)	
Solyc11g067000	Pleiotropic drug resistance protein 2 (AHRD V3.3 *** A0A2G2VQM0_CAPBA)	
Solyc11g067010	Protein BUD31-like protein (AHRD V3.3 *** A0A1U8EQ97_CAPAN)	
Solyc11g067150	transmembrane protein (AHRD V3.3 *** AT4G04190.1)	
Solyc11g067200	Protein HIRA (AHRD V3.3 *** A0A2G2VQ12_CAPBA)	
Solyc11g067300	ABC transporter B family member (AHRD V3.3 *** A0A2K3NLX3_TRIPR)	
Solyc11g068360	CC-NBS-LRR type resistance protein (AHRD V3.3 *** E3W9S1_CAPBA)	
Solyc11g068420	Ribosomal protein (AHRD V3.3 *** Q6ER67_ORYSJ)	
Solyc11g068440	Glucan endo-1,3-beta-glucosidase .1	
Solyc11g068515	Unknown protein	
Solyc11g068530	The fantastic four family (AHRD V3.3 *-* A0A200QHM9_9MAGN)	
Solyc11g068680	NF-kappa-B inhibitor-like protein (AHRD V3.3 *** AT5G22340.1)	
Solyc11g068700	Unknown protein	
Solyc11g068760	hyaluronan mediated motility receptor-like protein (AHRD V3.3 *** AT5G06265.9)	
Solyc11g068765	hypothetical protein Chr5:1912895-1913263 FORWARD LENGTH=122 201606 (AHRD V3.11 *-* AT5G06270.2)	
Solyc11g068830	Uridine 5'-monophosphate synthase (AHRD V3.3 *** A0A1U8EL35_CAPAN)	
Solyc11g068870	nuclear speckle splicing regulatory protein 1-like (AHRD V3.3 *** A0A2I4FDM8_9ROSI)	
Solyc11g068900	Late embryogenesis abundant hydroxyproline-rich glycoprotein (AHRD V3.3 *-* A0A2K3L117_TRIPR)	
Solyc11g068910	Methyl-CpG-binding domain-containing protein .1	
Solyc11g068940	RING-type E3 ubiquitin transferase (AHRD V3.3 *** A0A2G2VPS7_CAPBA)	
Solyc11g068990	Nicotinamide N-methyltransferase-like (AHRD V3.3 *** A0A200Q954_9MAGN)	
Solyc11g069020	Disease resistance protein (AHRD V3.11 *** tr|A0A2U1N8H9|A0A2U1N8H9_ARTAN)	
Solyc11g069090	ATP-binding ABC transporter (AHRD V3.3 *** X8JTB2_9HOMO)	
Solyc11g069120	F-box protein (AHRD V3.3 *** A0A1J3IP34_NOCCA)	
Solyc11g069140	Unknown protein	
Solyc11g069270	beta-galactosidase 5	
Solyc11g069280	Late embryogenesis abundant (LEA) protein-related protein (AHRD V3.3 *** A0A2U1KMH6_ARTAN)	
Solyc11g069320	F-box/kelch-repeat protein (AHRD V3.3 *** A0A1J3IN02_NOCCA)	
Solyc11g069330	Peptide upstream protein (AHRD V3.3 *** Q9LFH7_ARATH)	
Solyc11g069390	arabinogalactan protein.1	
Solyc11g069550	Lysine ketoglutarate reductase trans-splicing protein (DUF707) (AHRD V3.3 *** A0A1P8AMP7_ARATH)	
Solyc11g069560	glycosyltransferase family protein 2 (AHRD V3.3 *** AT5G60700.2)	
Solyc11g069610	Helicase protein MO.1	
Solyc11g069625	Unknown protein	
Solyc11g069680	Acyltransferase-like protein (AHRD V3.3 *** Q589X8_TOBAC)	
Solyc11g069710	ABC transporter-like (AHRD V3.3 *** A0A200Q907_9MAGN)	
Solyc11g069720	Cell division cycle protein 48-like protein (AHRD V3.3 *** A0A1U8EVJ0_CAPAN)	
Solyc11g069730	BnaA04g16200D protein (AHRD V3.3 *-* A0A078H164_BRANA)	
Solyc11g069760	High-affinity nitrate transporter 2.1	
Solyc11g069765	SNF1-related protein kinase regulatory subunit beta-3 (AHRD V3.3 *** A0A2G2YI64_CAPAN)	
Solyc11g069780	P-loop NTPase domain-containing protein LPA1-like protein.1	
Solyc11g069830	Arsenical pump ATPase (AHRD V3.3 *** A0A200R5Q6_9MAGN)	
Solyc11g069910	DNA-directed RNA polymerase II subunit RPB.1	
Solyc11g069950	FtsH protease	
Solyc11g070030	NADH-quinone oxidoreductase subunit B (AHRD V3.3 *** A0A1V9H215_9XANT)	
Solyc11g070040	Pentatricopeptide repeat-containing protein, mitochondrial (AHRD V3.3 *** A0A2G2VQK3_CAPBA)	
Solyc11g070060	hypothetical protein (AHRD V3.3 *** AT4G32930.1)	
Solyc11g070110	Clathrin interactor EPSIN.1	
Solyc11g070160	SAWADEE HOMEODOMAIN protein (AHRD V3.3 *** A0A178W211_ARATH)	
Solyc11g071250	protein EMBRYONIC FLOWER 1-like (AHRD V3.3 *-* A0A2I4ELW1_9ROSI)	
Solyc11g071260	Unknown protein	
Solyc11g071370	Pentatricopeptide repeat (AHRD V3.3 *** A0A200QJM0_9MAGN)	
Solyc11g071420	CC-NBS-LRR type resistance protein (AHRD V3.11 *** tr|E3W9R5|E3W9R5_CAPCH)	
Solyc11g071530	50S ribosomal protein L7/L12 (AHRD V3.3 *** A0A2G2VPH9_CAPBA)	
Solyc11g071570	Gamma-tubulin complex component 6 (AHRD V3.3 *** A0A1J3E6I0_NOCCA)	
Solyc11g071680	Serine/threonine-protein kinase TOUSLED (AHRD V3.3 *** A0A2G2YH78_CAPAN)	
Solyc11g071700	ubiquitin carboxyl-terminal hydrolase 12 (AHRD V3.3 *** A0A2I4H4Q0_9ROSI)	
Solyc11g071800	Strictosidine synthase (AHRD V3.3 *** A0A200Q9R0_9MAGN)	
Solyc11g071960	Sulfhydryl oxidase (AHRD V3.3 *** A0A2G2YGZ1_CAPAN)	
Solyc11g072010	Homoserine dehydrogenase (AHRD V3.3 *** A0A1U8EXE8_CAPAN)	
Solyc11g072030	Lipid-transfer protein (AHRD V3.3 *** B6TD92_MAIZE)	
Solyc11g072040	GDSL esterase/lipase (AHRD V3.3 *** A0A2K3NP63_TRIPR)	
Solyc11g072070	BTB-POZ and MATH domain protein (AHRD V3.3 *** B9VXZ7_CAPAN)	
Solyc11g072080	F-box/kelch-repeat protein (AHRD V3.3 *-* A0A2G3BAF6_CAPCH)	
Solyc11g072110	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1Q1F3_ARTAN)	
Solyc11g072120	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** A0A2U1N5S2_ARTAN)	
Solyc11g072140	Protein kinase domain (AHRD V3.3 *** A0A200PR58_9MAGN)	
Solyc11g072160	Ubiquitin-associated/translation elongation factor EF1B protein (AHRD V3.3 *** A0A2U1Q4S3_ARTAN)	
Solyc11g072170	Tryptophan/tyrosine permease (AHRD V3.3 *** A0A200QTQ5_9MAGN)	
Solyc11g072220	Ubiquitin-like-specific protease 1D (AHRD V3.3 *-* A0A1J3EWQ3_NOCCA)	
Solyc11g072290	Cysteine and histidine-rich domain-containing protein RA.1	
Solyc11g072320	Something about silencing protein 10 (AHRD V3.3 *** A0A2G2WKC0_CAPBA)	
Solyc11g072340	Serine/arginine-rich-splicing factor RS40 (AHRD V3.3 *** A0A0N0RI43_NICAT)	
Solyc11g072400	Exonuclease V, chloroplastic (AHRD V3.3 *** A0A2G3BA87_CAPCH)	
Solyc11g072410	Adenylate kinase isoenzyme 6 homolog (AHRD V3.3 *** A0A2G2VP92_CAPBA),Pfam:PF13238	
Solyc11g072480	Tetraspanin-3 (AHRD V3.3 *** A0A2G3BA66_CAPCH)	
Solyc11g072490	Interactor of constitutive active ROPs-like protein (AHRD V3.3 *** A0A2K3N4K9_TRIPR)	
Solyc11g072520	Arogenate dehydratase (AHRD V3.3 *** A0A2G3BAA6_CAPCH)	
Solyc11g072530	V-type proton ATPase subunit a (AHRD V3.3 *** A0A2G2VP84_CAPBA)	
Solyc11g072540	Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *** A0A2U1QKR6_ARTAN)	
Solyc11g072610	DNA repair (Rad51) family protein (AHRD V3.3 *** F4IIR6_ARATH)	
Solyc11g072620	Unknown protein	
Solyc01g110825	Auxin-responsive protein SAUR.1	
Solyc01g110970	Auxin-responsive protein SAUR20 (AHRD V3.11 *** tr|A0A2G2XYI3|A0A2G2XYI3_CAPAN)	
Solyc01g150176	Gibberellin regulated protein (AHRD V3.11 *** tr|A0A200Q364|A0A200Q364_9MAGN)	
Solyc01g111100	Neutral/alkaline invertase (AHRD V3.11 *** tr|I0CL53|I0CL53_MANES)	
Solyc01g111160	Unknown protein	
Solyc01g111210	Amidase (AHRD V3.11 *-* tr|A0A200RAW3|A0A200RAW3_9MAGN)	
Solyc01g111350	Major facilitator superfamily protein (AHRD V3.3 *** Q9SW40_ARATH)	
Solyc01g111410	Protein prenyltransferase alpha subunit repeat-containing protein.1	
Solyc01g111460	Proteasome subunit alpha type (AHRD V3.3 *-* A0A1U8E7Y7_CAPAN)	
Solyc01g111530	E3 ubiquitin-protein ligase UPL3 (AHRD V3.3 *** A0A1U8E9F6_CAPAN)	
Solyc01g111550	protein MCM10 homolog (AHRD V3.3 *** A0A2I4EWG7_9ROSI)	
Solyc01g111600	Heavy metal-associated isoprenylated plant protein (AHRD V3.3 *** A0A2R6QQA6_ACTCH)	
Solyc01g111610	SBP (S-ribonuclease binding protein) family protein (AHRD V3.3 *** A0A2U1N6W4_ARTAN)	
Solyc01g111640	SKP1-like protein (AHRD V3.3 *** O82463_NICCL)	
Solyc01g111680	Ubiquitin-conjugating enzyme (AHRD V3.11 *** tr|A0A200Q025|A0A200Q025_9MAGN)	
Solyc01g111740	DUF632 domain-containing protein/DUF630 domain-containing protein (AHRD V3.3 *** A0A1Q3CAW0_CEPFO)	
Solyc01g111810	Ribosomal L18p/L5e family protein (AHRD V3.3 *** F4HXR7_ARATH)	
Solyc01g111840	Major facilitator superfamily protein (AHRD V3.3 *** A0A1P8BEX6_ARATH)	
Solyc01g111930	Rop guanine nucleotide exchange factor.1	
Solyc01g112025	Intron maturase, type II family protein (AHRD V3.11 *** tr|A0A2U1N325|A0A2U1N325_ARTAN)	
Solyc01g112060	NAD(P)-binding domain-containing protein (AHRD V3.11 *** tr|A0A2U1M2T6|A0A2U1M2T6_ARTAN)	
Solyc01g112150	SE.1	
Solyc01g112160	Phosphoglycerate mutase family protein (AHRD V3.3 *** A0A2U1PWX4_ARTAN)	
Solyc01g112180	Integral membrane protein hemolysin-III-like protein (AHRD V3.3 *** A0A2K3N7X1_TRIPR)	
Solyc01g112200	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2U1KAS6_ARTAN)	
Solyc01g112250	Calcium dependent protein kinase (AHRD V3.3 *** Q43676_VIGRR)	
Solyc01g112260	hypothetical protein (AHRD V3.3 *-* AT4G35320.1)	
Solyc01g112280	partialaminoacylase-1	
Solyc02g049070	ribosomal RNA small subunit methyltransferase J Chr5:2763914-2765431 FORWARD LENGTH=346 201606 (AHRD V3.11 *** AT5G08540.1)	
Solyc02g049108	DUF639 domain-containing protein (AHRD V3.3 *** A0A1Q3B335_CEPFO)	
Solyc02g050180	DUF639 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3B335|A0A1Q3B335_CEPFO)	
Solyc02g005100	Unknown protein	
Solyc02g005110	MADS-box protein SO.1	
Solyc02g005140	Unknown protein	
Solyc02g005180	Sugar facilitator protein 2	
Solyc02g005350	succinyl-CoA ligase alpha 2 subunit	
Solyc02g005480	E3 ubiquitin ligase BIG BROTHER-related (AHRD V3.3 *-* A0A2I4ED69_9ROSI)	
Solyc02g005520	pterin-4-alpha-carbinolamine dehydratase 2, mitochondrial isoform X5 (AHRD V3.3 *-* XP_025884931.1)	
Solyc02g005601	Eukaryotic aspartyl protease family protein (AHRD V3.3 *** Q9C6M0_ARATH)	
Solyc02g014110	Unknown protein	
Solyc02g014115	ENHANCER OF AG-4 protein 2-like (AHRD V3.3 *-* A0A2I4ED54_9ROSI)	
Solyc02g014150	Photosystem II stability/assembly factor HCF136 (AHRD V3.3 *** A0A1Y1IDD9_KLENI)	
Solyc02g014170	Zinc finger, C3HC4 type (AHRD V3.3 *-* A0A2U1NDX1_ARTAN)	
Solyc02g014180	Zinc finger C3HC4 type (RING finger) protein (AHRD V3.3 *-* A0A2K3NL88_TRIPR)	
Solyc02g014360	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A1U8FF53_CAPAN)	
Solyc02g014520	SET domain-containing protein (AHRD V3.3 *** A0A1Q3AV79_CEPFO)	
Solyc02g014830	Carboxypeptidase (AHRD V3.11 *** tr|A0A2G2XBM8|A0A2G2XBM8_CAPBA)	
Solyc02g014840	Unknown protein	
Solyc02g021000	protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB3, chloroplastic (AHRD V3.3 *** A0A2I4G7H0_9ROSI)	
Solyc02g021230	Nucleotide-diphospho-sugar transferase (AHRD V3.3 *** A0A200Q0X1_9MAGN)	
Solyc02g021420	villin-4-like (AHRD V3.3 *** A0A1U7XDQ7_NICSY)	
Solyc02g021560	RNA-binding (RRM/RBD/RNP motif) family protein (AHRD V3.3 *** A0A2K3L2Z0_TRIPR)	
Solyc02g021590	Protein male discoverer 2 (AHRD V3.3 *** A0A1J6KDE9_NICAT)	
Solyc02g021640	BTB/POZ domain-containing protein (AHRD V3.3 *** A0A1U8FH79_CAPAN)	
Solyc02g021650	UV damaged DNA binding protein 1	
Solyc02g021685	Unknown protein	
Solyc02g021700	Alpha N-terminal protein methyltransferase 1 (AHRD V3.11 *** tr|A0A1U8FFG8|A0A1U8FFG8_CAPAN)	
Solyc02g022830	Twinkle-like protein, chloroplastic/mitochondrial (AHRD V3.3 *** A0A1J3F578_NOCCA)	
Solyc02g022870	maternal effect embryo arrest 22 (AHRD V3.3 *-* AT2G34780.4)	
Solyc02g022920	ethylene-responsive nuclear protein	
Solyc02g023950	Leucine-rich receptor-like protein kinase family protein (AHRD V3.3 *** A0A061G8R7_THECC)	
Solyc02g023990	NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A2U1KWY0_ARTAN)	
Solyc02g024000	WPP domain-associated protein (AHRD V3.11 *** tr|A0A2G2XDL8|A0A2G2XDL8_CAPBA)	
Solyc02g027080	Disease resistance protein (CC-NBS-LRR class) family (AHRD V3.3 *-* AT1G58390.2)	
Solyc02g030100	Vacuolar protein sorting-associated protein 54, chloroplastic (AHRD V3.3 *-* A0A2G3D2K9_CAPCH)	
Solyc02g030130	Subtilisin-like protease (AHRD V3.3 *** A0A1J3H877_NOCCA)	
Solyc02g030170	DWARF1/DIMINUTO	
Solyc11g072690	LES294902 3-desoxy-D-manno octulosonic acid-8-phosphate synthase	
Solyc11g072730	DNA-directed RNA polymerase subunit (AHRD V3.3 *** A0A1U8F5N3_CAPAN)	
Solyc11g072760	Chitinase 2 (AHRD V3.3 *** A0A2G3BA55_CAPCH)	
Solyc11g072820	Kinesin (AHRD V3.3 *** A0A200R660_9MAGN)	
Solyc11g072840	Histone H4 (AHRD V3.3 *-* F2E7L1_HORVV)	
Solyc11g072890	hypothetical protein (AHRD V3.3 *** AT5G02640.1)	
Solyc11g072930	Leucine-rich repeat protein kinase family protein (AHRD V3.11 *** tr|A0A178WLG7|A0A178WLG7_ARATH)	
Solyc11g072970	Nudix hydrolase 9 (AHRD V3.3 *** A0A2G2WKD2_CAPBA)	
Solyc11g072990	3-ketoacyl-CoA synthase (AHRD V3.3 *** A0A2G3BA46_CAPCH)	
Solyc11g073200	11-S seed storage protein (AHRD V3.3 *** A0A200Q154_9MAGN)	
Solyc11g073220	DNA repair protein RAD51-like protein 4 (AHRD V3.3 *** A0A2G2V833_CAPBA)	
Solyc11g073238	RNA-binding protein (AHRD V3.3 *** A0A2T6CUF4_9BACT)	
Solyc11g073250	Histone H2A (AHRD V3.3 *** Q9ST30_SOLME)	
Solyc11g073265	Unknown protein	
Solyc12g005110	AT hook motif-containing protein (AHRD V3.3 *** Q8L7T9_ARATH)	
Solyc12g005180	Chloroplast lipocalin (AHRD V3.3 *** Q38JB4_SOLTU)	
Solyc12g005230	Autophagy-related protein (AHRD V3.3 *** A0A2K3P5C5_TRIPR)	
Solyc12g005350	Dihydroflavonol-4-reductase (AHRD V3.3 *** B6TUD3_MAIZE)	
Solyc12g005380	Diacylglycerol kinase (AHRD V3.3 *** A0A1U8FQ95_CAPAN)	
Solyc12g005410	Bile acid:sodium symporter (AHRD V3.3 *** A0A200R883_9MAGN)	
Solyc12g005430	HXXXD-type acyl-transferase family protein (AHRD V3.3 *** F4JBC7_ARATH)	
Solyc12g005470	RING/U-box superfamily protein (AHRD V3.3 *** A0A2U1L742_ARTAN)	
Solyc12g005500	Prohibitin (AHRD V3.11 *** tr|A0A200QL97|A0A200QL97_9MAGN)	
Solyc12g005650	transmembrane protein (AHRD V3.3 -** AT1G77765.2)	
Solyc12g005840	Ras-related small GTP-binding family protein (AHRD V3.3 *** A0A2U1P8S5_ARTAN)	
Solyc12g005880	Hexosyltransferase (AHRD V3.3 *** A0A2G3BMU2_CAPCH)	
Solyc12g006200	calcium ion-binding protein (AHRD V3.3 *** AT4G12700.1)	
Solyc12g006220	PGPS/D10 (AHRD V3.3 *** Q9ZTM9_PETHY)	
Solyc12g006230	RING/U-box superfamily protein (AHRD V3.3 *** AT2G04240.2)	
Solyc12g006290	Reticulon-like protein (AHRD V3.3 *** A0A2G2YU67_CAPAN)	
Solyc12g006320	RNA helicase DEAD35	
Solyc12g006340	Auxin Response Factor 6	
Solyc12g006370	Polyamine oxidase-like protein (AHRD V3.3 *** A0A2K3NN16_TRIPR)	
Solyc12g006410	UDP-glucose 4-epimerase (AHRD V3.3 *** A0A1Y1ITM0_KLENI)	
Solyc12g006470	viroid RNA-binding protein	
Solyc12g162400	Plant/F18B13-26 protein (AHRD V3.11 *** tr|A0A072UGY9|A0A072UGY9_MEDTR)	
Solyc12g006660	testis- and ovary-specific PAZ domain protein (AHRD V3.3 *** AT5G20120.2)	
Solyc12g006690	Protein kinase PINOID 2 (AHRD V3.3 *** A0A2G3BN98_CAPCH)	
Solyc12g160480	DUF1644 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3BXX3|A0A1Q3BXX3_CEPFO)	
Solyc12g006930	Acyl-[acyl-carrier-protein] hydrolase (AHRD V3.3 *** A0A2G2X396_CAPBA)	
Solyc12g006970	Unknown protein	
Solyc12g006980	Leucine-rich repeat family protein (AHRD V3.3 *-* A0A061GNA0_THECC)	
Solyc12g007060	serine-rich protein-like protein (AHRD V3.3 --* AT5G55980.1)	
Solyc12g007090	thermosome subunit gamma (AHRD V3.3 *** AT5G19540.2)	
Solyc12g007110	Proline-rich receptor-like protein kinase PER.1	
Solyc12g007130	Protein LIKE COV 2 (AHRD V3.3 *** A0A2G2ZPX7_CAPAN)	
Solyc12g007140	hypothetical protein (AHRD V3.3 *-* AT5G42710.2)	
Solyc12g007200	Cyclin-dependent kinase F.1	
Solyc12g007210	Rac-like GTP binding protein (AHRD V3.3 *** Q9S821_PHYPA)	
Solyc12g007230	auxin-regulated IAA8	
Solyc12g007240	hypothetical protein (AHRD V3.3 --* AT2G20080.2)	
Solyc12g008335	Unknown protein	
Solyc12g008370	SNW domain-containing protein.1	
Solyc12g008450	Initiator tRNA phosphoribosyl transferase (AHRD V3.3 *** A0A200QDS0_9MAGN)	
Solyc12g008490	Nucleotide-diphospho-sugar transferases superfamily protein (AHRD V3.3 *** AT2G19880.2)	
Solyc12g008540	Peptidase M28 family protein (AHRD V3.3 *-* A0A2U1PE30_ARTAN)	
Solyc12g008550	Peptidase M28 (AHRD V3.3 *-* A0A2U1PM28_ARTAN)	
Solyc12g008600	DUF1005 family protein (DUF1005) (AHRD V3.3 *** Q9M0F0_ARATH)	
Solyc12g008650	Inositol oxygenase (AHRD V3.3 *** A0A200QVH1_9MAGN)	
Solyc12g008680	Meiotic nuclear division protein 1-like protein (AHRD V3.11 *** tr|A0A2G2YUY6|A0A2G2YUY6_CAPAN)	
Solyc12g008710	Insulinase (Peptidase family M16) protein (AHRD V3.3 *** A0A2U1P5D1_ARTAN)	
Solyc12g008900	cytokinin oxidase6	
Solyc12g008940	Nucleosome assembly protein family (AHRD V3.3 *** A9TVZ4_PHYPA)	
Solyc12g008980	Delta,Pfam:PF05834	
Solyc12g009040	Long chain acyl-CoA synthetase (AHRD V3.3 *** Q5W6W7_ORYSJ)	
Solyc12g009070	Unknown protein	
Solyc12g009120	Ring box protein (AHRD V3.3 *** C3SA59_BRADI)	
Solyc12g009130	Protein LURP-one-related 6 (AHRD V3.11 *** tr|A0A2G2YV39|A0A2G2YV39_CAPAN)	
Solyc12g009250	10 kDa chaperonin (AHRD V3.11 *** tr|A0A1U8HGQ0|A0A1U8HGQ0_CAPAN)	
Solyc12g009260	3-oxoacyl-[acyl-carrier-protein] synthase (AHRD V3.11 *** tr|A0A1J7H123|A0A1J7H123_LUPAN)	
Solyc12g009440	DnaJ/Hsp40 cysteine-rich domain superfamily protein (AHRD V3.3 *** Q9SN73_ARATH)	
Solyc12g009450	NBS-LRR protein (AHRD V3.3 *** Q9SM52_SOLAC)	
Solyc12g009470	yellow-green-2	
Solyc12g009610	RabGAP/TBC domain-containing protein (AHRD V3.3 *** A0A2U1MDC7_ARTAN)	
Solyc12g009630	Calmodulin-like protein 5 (AHRD V3.3 *-* A0A2G2YVH8_CAPAN)	
Solyc12g009800	Purple acid phosphatase (AHRD V3.3 *** M1AD80_SOLTU)	
Solyc12g009820	Monogalactosyldiacylglycerol synthase 3, chloroplastic (AHRD V3.3 *** A0A2G2X4B3_CAPBA)	
Solyc12g009830	RING/U-box superfamily protein (AHRD V3.3 *-* Q8L7K7_ARATH)	
Solyc12g009875	Unknown protein	
Solyc12g009940	Glycosyltransferase (AHRD V3.11 *** tr|A0A0A1WDH9|A0A0A1WDH9_NICAT)	
Solyc12g010110	Formin-like protein (AHRD V3.3 *** A0A2G3BXE8_CAPCH)	
Solyc12g150103	Unknown protein	
Solyc12g010120	Reticulon-like protein (AHRD V3.3 *** A0A2G2X4H4_CAPBA)	
Solyc12g010220	ABC transporter ATP-binding protein (AHRD V3.3 *** A0A365X934_9ACTN)	
Solyc12g010250	Unknown protein	
Solyc12g010270	Unknown protein	
Solyc12g010310	Unknown protein	
Solyc12g010390	Transmembrane 9 superfamily member (AHRD V3.3 *** A0A2G3CD11_CAPCH)	
Solyc12g010420	hypothetical protein (AHRD V3.3 --* AT5G11070.1)	
Solyc12g010480	Heptahelical transmembrane protein 2 (AHRD V3.3 *** A0A2G3CD54_CAPCH)	
Solyc12g010550	counting factor 45-1-like (AHRD V3.3 --* XP_013669773.1)	
Solyc12g010670	E3 ubiquitin-protein ligase RMA1.1	
Solyc12g010710	Unknown protein	
Solyc12g010730	DUF789 domain-containing protein (AHRD V3.3 *** A0A1Q3CP56_CEPFO)	
Solyc12g010740	protein STRUBBELIG-RECEPTOR FAMILY 3-like (AHRD V3.3 *** A0A1U8E575_CAPAN)	
Solyc12g010790	RAB GTPase (AHRD V3.3 *** A0A2U1Q460_ARTAN)	
Solyc12g010900	F-box protein MAX2 (AHRD V3.3 *** A0A2G2X2R2_CAPBA)	
Solyc12g010940	DUF1685 family protein (AHRD V3.3 *-* AT2G42760.1)	
Solyc02g031710	SBP (S-ribonuclease binding protein) family protein (AHRD V3.3 *-* A0A2U1LW40_ARTAN)	
Solyc02g031740	Phloem protein 2-like (AHRD V3.3 *** A0A200QPN3_9MAGN)	
Solyc02g031770	ATP synthase mitochondrial F1 complex assembly factor 1-like (AHRD V3.11 *** tr|A0A2I4G3K4|A0A2I4G3K4_9ROSI)	
Solyc02g031860	MAP kinase kinase kinase 12	
Solyc02g031910	P.1	
Solyc02g032030	Dirigent protein (AHRD V3.3 *** K4B5E9_SOLLC)	
Solyc02g032330	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 3 (AHRD V3.3 *** HSDD3_ARATH)	
Solyc02g032420	Unknown protein	
Solyc02g032490	Nuclear pore complex protein (AHRD V3.3 *-* A0A200QTL2_9MAGN)	
Solyc02g032510	BTB/POZ domain-containing protein (AHRD V3.3 *** A0A2G3A585_CAPAN)	
Solyc02g032800	Senescence regulator S40 (AHRD V3.3 *** A0A200QJC6_9MAGN)	
Solyc02g032860	5'-adenylylsulfate reductase 1, chloroplastic (AHRD V3.3 *** A0A2G3D220_CAPCH)	
Solyc02g032870	Endonuclease/exonuclease/phosphatase family protein (AHRD V3.11 *** tr|A0A2U1LJZ6|A0A2U1LJZ6_ARTAN)	
Solyc02g032940	Aspartic proteinase (AHRD V3.11 *** tr|A0A1U8FF23|A0A1U8FF23_CAPAN)	
Solyc02g033030	Unknown protein	
Solyc02g036260	ERD (Early-responsive to dehydration stress) family protein (AHRD V3.11 *** tr|A0A2U1NFB6|A0A2U1NFB6_ARTAN)	
Solyc02g036290	Malonyl-CoA decarboxylase family protein (AHRD V3.3 *-* A0A2U1QFC7_ARTAN)	
Solyc02g036300	Malonyl-CoA decarboxylase family protein (AHRD V3.3 *-* A0A2U1QFC7_ARTAN)	
Solyc02g036470	WAT1-related protein, chloroplastic (AHRD V3.11 *** tr|A0A1U8FQ16|A0A1U8FQ16_CAPAN)	
Solyc02g037500	Unknown protein	
Solyc02g038804	Peptidase_C48 domain-containing protein (AHRD V3.11 *-* tr|A0A1Q3BJV2|A0A1Q3BJV2_CEPFO)	
Solyc02g061760	Protein DETOXIFICATION (AHRD V3.3 *** A0A328DP91_9ASTE)	
Solyc02g061770	Chitinase (AHRD V3.11 *** tr|P93154|P93154_GOSHI)	
Solyc02g061790	Activated RNA polymerase II transcriptional coactivator p15 (AHRD V3.11 *** tr|A0A2G2XC29|A0A2G2XC29_CAPBA)	
Solyc02g061825	DDE_4 domain-containing protein (AHRD V3.3 *** A0A1Q3CLP4_CEPFO)	
Solyc02g061850	Phospholipase D (AHRD V3.3 *** K4B675_SOLLC)	
Solyc02g061960	la-related protein 1C-like (AHRD V3.3 *** A0A2I4FDA4_9ROSI)	
Solyc02g061980	la-related protein 1C-like (AHRD V3.3 *** A0A2I4FDA4_9ROSI)	
Solyc02g062010	Unknown protein	
Solyc02g062020	Rac-like GTP binding protein (AHRD V3.3 *** Q9S821_PHYPA)	
Solyc02g062140	Armadillo repeat only.1	
